fips_full,year,CDD_1mm_Wweek_in_gs_1.0,CDD_1mm_Wweek_in_gs_2.0,CDD_1mm_Wweek_in_gs_3.0,CDD_1mm_Wweek_in_gs_4.0,CDD_1mm_Wweek_in_gs_5.0,CDD_1mm_Wweek_in_gs_6.0,CDD_1mm_Wweek_in_gs_7.0,CDD_1mm_Wweek_in_gs_8.0,CDD_1mm_Wweek_in_gs_9.0,CDD_1mm_Wweek_in_gs_10.0,CDD_1mm_Wweek_in_gs_11.0,CDD_1mm_Wweek_in_gs_12.0,CDD_1mm_Wweek_in_gs_13.0,CDD_1mm_Wweek_in_gs_14.0,CDD_1mm_Wweek_in_gs_15.0,CDD_1mm_Wweek_in_gs_16.0,CDD_1mm_Wweek_in_gs_17.0,CDD_1mm_Wweek_in_gs_18.0,CDD_1mm_Wweek_in_gs_19.0,CDD_1mm_Wweek_in_gs_20.0,CDD_1mm_Wweek_in_gs_21.0,CDD_1mm_Wweek_in_gs_22.0,CDD_1mm_Wweek_in_gs_23.0,CDD_1mm_Wweek_in_gs_24.0,CDD_1mm_Wweek_in_gs_25.0,CDD_1mm_Wweek_in_gs_26.0,CDD_1mm_Wweek_in_gs_27.0,CDD_2mm_Wweek_in_gs_1.0,CDD_2mm_Wweek_in_gs_2.0,CDD_2mm_Wweek_in_gs_3.0,CDD_2mm_Wweek_in_gs_4.0,CDD_2mm_Wweek_in_gs_5.0,CDD_2mm_Wweek_in_gs_6.0,CDD_2mm_Wweek_in_gs_7.0,CDD_2mm_Wweek_in_gs_8.0,CDD_2mm_Wweek_in_gs_9.0,CDD_2mm_Wweek_in_gs_10.0,CDD_2mm_Wweek_in_gs_11.0,CDD_2mm_Wweek_in_gs_12.0,CDD_2mm_Wweek_in_gs_13.0,CDD_2mm_Wweek_in_gs_14.0,CDD_2mm_Wweek_in_gs_15.0,CDD_2mm_Wweek_in_gs_16.0,CDD_2mm_Wweek_in_gs_17.0,CDD_2mm_Wweek_in_gs_18.0,CDD_2mm_Wweek_in_gs_19.0,CDD_2mm_Wweek_in_gs_20.0,CDD_2mm_Wweek_in_gs_21.0,CDD_2mm_Wweek_in_gs_22.0,CDD_2mm_Wweek_in_gs_23.0,CDD_2mm_Wweek_in_gs_24.0,CDD_2mm_Wweek_in_gs_25.0,CDD_2mm_Wweek_in_gs_26.0,CDD_2mm_Wweek_in_gs_27.0
17187,2018,6,5,5,7,5,5,3,4,6,6,3,4,5,4,6,4,7,5,5,3,3,4,1,7,6,6,0,7,5,6,7,5,6,5,4,6,6,4,4,5,5,6,5,7,7,5,4,3,5,1,7,6,6,0
17187,2019,6,4,5,5,2,3,2,0,3,5,3,4,5,4,7,6,7,6,6,4,6,4,6,5,4,3,0,6,4,5,5,2,4,3,1,3,7,5,4,6,5,7,6,7,7,6,4,6,5,6,5,5,3,0
17187,2020,7,4,6,4,4,6,2,6,5,6,5,3,5,5,5,5,5,5,6,6,7,7,3,3,7,5,1,7,4,6,4,5,6,3,6,5,6,6,3,5,5,5,5,5,6,6,6,7,7,4,3,7,6,1
17187,2021,7,3,7,7,5,5,2,5,4,7,7,4,1,6,2,5,6,4,4,5,4,4,6,7,6,6,1,7,4,7,7,5,6,2,6,5,7,7,4,2,6,2,5,6,4,4,5,4,4,6,7,6,7,1
17187,2022,4,4,5,4,3,5,4,3,4,3,3,7,5,4,4,4,6,3,5,7,4,6,6,5,3,6,1,5,5,5,7,5,6,5,3,5,4,3,7,5,4,5,5,6,5,5,7,4,6,6,5,3,6,1
17187,2023,5,7,4,6,7,5,4,7,7,7,5,6,4,3,5,6,7,6,1,5,7,7,6,4,5,5,1,5,7,5,6,7,5,6,7,7,7,6,6,5,3,5,6,7,6,1,5,7,7,6,4,5,6,1
17187,2024,2,5,5,4,4,4,4,5,3,6,6,5,5,4,3,5,5,3,7,5,7,5,7,7,6,5,1,2,5,5,5,4,5,4,5,5,6,6,6,5,5,4,5,5,3,7,5,7,5,7,7,6,6,1
17189,1951,4,2,5,6,4,5,7,4,5,2,4,2,1,6,1,7,5,6,5,7,6,4,4,5,6,5,1,5,3,5,6,5,5,7,4,6,3,4,3,1,6,1,7,5,6,6,7,6,5,4,5,6,5,1
17189,1952,4,3,6,4,7,1,5,3,6,6,6,4,7,5,4,4,7,5,4,5,6,5,6,6,5,7,1,4,3,6,5,7,4,5,3,6,6,6,4,7,5,4,4,7,5,5,5,6,6,6,6,5,7,1
17189,1953,5,4,3,6,2,5,1,6,7,6,5,7,4,7,7,4,6,6,5,4,7,7,6,7,6,7,1,5,4,6,6,3,6,2,6,7,6,5,7,5,7,7,5,6,6,5,6,7,7,6,7,6,7,1
17189,1954,6,5,5,5,4,5,6,3,3,4,4,7,6,4,6,7,5,4,4,3,5,5,5,7,4,7,0,6,5,5,5,4,6,6,4,3,4,4,7,6,4,6,7,5,4,4,4,5,5,6,7,4,7,0
17189,1955,6,3,5,4,7,4,5,5,4,3,4,6,6,5,6,2,7,7,3,6,7,6,7,6,6,4,0,7,3,6,5,7,4,5,5,4,3,4,7,6,5,6,2,7,7,4,6,7,6,7,6,6,4,0
17189,1956,4,4,5,5,5,5,4,5,3,7,6,5,4,4,4,3,4,4,5,6,5,4,7,6,4,6,1,6,6,6,5,5,6,4,5,3,7,6,5,4,4,5,3,4,5,5,7,5,4,7,6,4,6,1
17189,1957,2,4,1,0,6,4,1,1,4,3,2,7,2,7,6,4,5,5,7,3,5,7,7,4,3,7,1,2,6,1,0,6,5,2,2,4,5,3,7,2,7,6,5,5,5,7,3,5,7,7,5,3,7,1
17189,1958,4,7,4,1,2,4,5,5,5,7,2,3,5,4,4,0,5,3,5,5,5,7,4,4,4,6,0,4,7,4,2,2,5,5,5,5,7,2,6,5,5,4,0,5,3,5,5,6,7,5,6,5,6,0
17189,1959,5,6,4,5,7,4,4,2,5,7,5,5,6,5,7,4,2,6,4,3,7,4,6,6,7,3,1,5,6,4,5,7,4,5,3,6,7,5,5,6,5,7,4,2,6,4,3,7,5,6,7,7,3,1
17189,1960,7,7,4,6,4,5,4,2,4,7,4,5,2,6,4,7,4,6,4,7,4,6,7,5,5,5,1,7,7,4,6,4,5,5,2,4,7,4,5,2,6,4,7,5,6,4,7,4,6,7,5,5,5,1
17189,1961,6,4,4,2,5,3,4,5,7,3,5,7,7,6,5,3,1,6,4,6,5,6,7,5,7,6,1,6,4,5,5,5,3,4,6,7,3,5,7,7,6,5,3,2,6,4,6,5,6,7,6,7,6,1
17189,1962,4,4,7,5,4,6,6,5,5,1,4,4,5,2,3,7,7,6,4,7,4,5,4,4,6,6,1,4,4,7,5,5,6,6,5,6,1,4,5,5,2,3,7,7,6,5,7,5,5,4,4,7,6,1
17189,1963,7,6,4,6,4,6,3,4,6,6,4,6,7,4,5,6,6,6,6,4,5,6,6,5,7,7,1,7,6,5,6,5,6,4,5,6,7,4,6,7,5,5,6,6,6,6,4,5,6,6,5,7,7,1
17189,1964,3,6,4,2,6,5,6,6,4,5,4,6,6,4,5,6,6,7,7,7,3,4,7,7,2,5,1,3,6,4,2,7,5,7,6,4,5,4,6,6,5,6,7,6,7,7,7,4,4,7,7,4,6,1
17189,1965,3,6,5,4,7,3,6,4,5,3,7,5,4,5,6,7,6,5,5,7,5,3,6,3,4,6,0,4,6,6,5,7,3,6,4,5,4,7,5,4,5,6,7,7,5,5,7,5,3,6,4,5,6,0
17189,1966,7,3,2,3,4,4,4,5,7,3,5,7,7,7,6,5,6,5,5,3,5,7,5,5,4,5,0,7,3,4,3,6,5,4,5,7,3,5,7,7,7,6,5,7,5,5,4,6,7,6,6,4,5,0
17189,1967,5,4,5,4,5,4,4,7,3,7,5,5,4,6,4,6,2,4,6,7,6,5,6,6,2,5,1,5,4,5,4,5,6,4,7,3,7,6,5,4,6,5,6,3,4,6,7,6,6,7,6,2,5,1
17189,1968,4,6,3,6,7,4,2,3,4,7,6,6,6,7,6,5,4,4,6,4,7,5,6,6,2,6,1,4,7,3,6,7,5,4,3,4,7,6,6,6,7,6,5,4,5,6,5,7,6,6,6,3,6,1
17189,1969,4,5,4,6,7,5,4,6,5,6,4,4,4,1,1,5,3,7,7,6,6,7,2,7,5,5,1,6,5,4,6,7,5,4,6,5,6,4,4,4,1,2,5,3,7,7,7,6,7,3,7,5,5,1
17189,1970,6,6,4,5,6,5,5,7,3,4,4,5,6,6,6,4,7,6,2,5,7,6,6,5,3,3,1,6,6,4,5,6,5,5,7,3,4,4,5,6,6,7,4,7,6,2,5,7,6,6,5,4,3,1
17189,1971,3,6,6,6,6,2,7,4,5,6,1,6,7,5,4,5,6,5,6,7,6,7,5,6,4,5,1,5,6,6,6,6,2,7,4,5,6,1,6,7,5,4,5,6,5,7,7,6,7,7,6,4,5,1
17189,1972,4,2,3,5,5,5,6,7,5,7,4,6,5,3,6,4,4,4,5,5,3,7,5,6,5,1,0,5,4,3,6,5,6,6,7,5,7,5,6,6,3,7,4,5,4,5,5,3,7,5,6,5,1,0
17189,1973,4,4,1,4,5,2,7,5,3,3,4,5,5,4,6,6,3,5,6,4,7,6,5,4,5,2,1,6,5,2,4,5,2,7,6,4,4,4,5,5,5,7,6,3,5,6,5,7,6,6,5,7,4,1
17189,1974,3,2,5,6,3,5,5,4,5,2,4,2,7,7,5,6,5,5,5,4,6,3,5,3,6,6,1,4,4,5,6,4,5,5,5,5,3,5,3,7,7,6,6,5,5,5,4,7,3,6,3,7,6,1
17189,1975,6,6,4,4,5,3,7,5,2,6,4,5,4,5,4,4,6,4,6,2,7,4,7,5,5,7,1,7,6,5,4,5,3,7,5,2,7,5,5,5,5,6,4,6,5,6,2,7,5,7,5,5,7,1
17189,1976,7,7,4,6,6,6,3,7,2,4,6,5,3,5,6,6,4,3,6,4,7,6,7,5,6,5,1,7,7,5,6,7,6,4,7,2,6,6,5,3,5,7,6,5,4,6,4,7,6,7,6,7,5,1
17189,1977,4,7,4,3,4,5,7,5,6,6,6,4,1,6,4,7,4,6,3,4,5,5,6,4,6,4,1,5,7,5,4,5,5,7,5,6,6,6,5,2,6,4,7,4,6,3,5,5,5,6,4,6,5,1
17189,1978,4,6,3,5,4,4,5,5,5,5,7,4,6,5,2,6,4,5,6,7,7,3,7,5,5,7,0,6,6,4,5,4,4,5,6,5,6,7,5,6,6,2,6,4,5,6,7,7,3,7,6,6,7,0
17189,1979,4,3,7,3,5,5,5,6,5,4,7,6,5,6,4,7,2,2,6,5,3,5,6,7,5,7,1,4,3,7,4,5,5,6,6,5,4,7,6,5,7,5,7,2,2,6,5,4,6,7,7,5,7,1
17189,1980,5,3,6,6,6,6,3,5,5,5,7,5,5,5,6,7,4,5,5,4,7,7,4,6,6,6,1,5,4,6,7,7,7,4,5,5,6,7,6,5,5,7,7,4,6,5,4,7,7,4,7,6,6,1
17189,1981,5,3,4,6,4,4,4,2,4,3,4,3,7,3,6,3,3,5,6,5,7,2,5,5,6,6,1,6,4,4,6,6,4,4,3,4,4,5,3,7,4,7,3,3,5,6,5,7,2,5,5,6,6,1
17189,1982,5,5,4,5,7,6,6,5,2,3,4,5,3,3,4,6,4,7,3,5,5,4,5,4,6,6,1,5,5,4,6,7,6,6,5,2,3,5,6,4,4,4,6,5,7,5,6,5,4,6,4,6,7,1
17189,1983,2,3,6,5,1,5,3,6,5,4,6,5,3,6,7,7,6,7,5,7,5,6,6,5,5,7,1,3,4,6,6,2,7,3,6,6,4,6,5,3,6,7,7,6,7,7,7,5,6,6,5,6,7,1
17189,1984,5,3,3,4,3,4,6,3,5,6,6,4,6,5,7,6,6,6,6,6,4,7,6,4,7,3,1,5,4,5,4,5,4,6,3,6,7,6,5,6,5,7,7,6,6,6,6,4,7,6,4,7,5,1
17189,1985,4,5,6,5,5,7,4,4,5,2,3,4,4,4,7,7,5,5,4,5,3,6,6,7,7,5,0,5,5,6,5,5,7,4,4,6,2,3,4,4,4,7,7,5,5,4,5,3,7,6,7,7,6,0
17189,1986,4,6,4,6,6,4,3,5,5,4,6,7,7,4,3,6,5,6,1,6,7,5,5,6,4,3,0,5,6,4,6,6,6,3,5,6,4,6,7,7,5,3,6,6,6,2,6,7,5,5,6,5,4,0
17189,1987,6,3,5,6,6,6,5,5,6,6,6,3,3,2,4,7,6,5,4,5,6,4,7,6,5,6,1,7,5,5,7,6,6,5,5,6,6,6,3,3,2,4,7,6,6,5,7,6,5,7,7,6,6,1
17189,1988,4,7,5,7,6,6,7,5,7,6,6,7,6,7,4,3,6,5,6,6,5,5,5,5,4,6,1,4,7,5,7,6,6,7,5,7,6,6,7,6,7,4,3,6,6,6,6,5,6,6,6,4,6,1
17189,1989,4,6,5,7,5,6,7,3,5,6,4,5,6,4,6,4,6,6,7,5,2,4,6,2,7,7,1,5,6,7,7,5,6,7,3,5,6,4,5,6,5,6,4,6,6,7,5,2,5,6,2,7,7,1
17189,1990,6,3,3,6,2,4,3,3,5,4,7,3,7,6,6,6,6,5,6,5,5,6,6,4,5,7,1,6,4,4,6,3,5,3,4,5,4,7,4,7,6,6,6,6,5,6,5,5,7,6,5,5,7,1
17189,1991,5,2,5,5,4,4,5,6,6,7,6,4,7,5,4,7,7,7,3,6,6,5,5,6,5,5,1,6,3,5,6,4,5,6,6,6,7,6,5,7,5,4,7,7,7,3,6,6,5,5,6,5,5,1
17189,1992,7,7,1,7,5,6,2,4,6,5,6,6,5,6,7,4,5,7,6,7,6,4,3,6,5,5,1,7,7,1,7,7,6,4,4,6,5,6,7,5,6,7,4,5,7,6,7,7,5,3,6,5,5,1
17189,1993,3,2,3,5,1,4,4,5,6,3,3,5,3,6,5,3,4,4,5,5,5,6,5,5,6,2,1,5,3,4,6,1,4,4,6,6,3,4,5,3,6,5,3,4,5,5,5,5,7,6,5,6,2,1
17189,1994,4,4,5,3,4,4,6,5,5,5,7,6,3,6,4,5,5,6,5,6,6,4,5,7,7,3,1,5,4,5,5,4,5,6,5,6,5,7,6,4,6,4,5,5,6,6,6,6,4,6,7,7,3,1
17189,1995,6,6,4,4,2,4,1,4,4,4,4,5,1,5,7,6,3,5,1,7,6,7,7,7,3,7,1,6,6,4,5,2,4,1,6,4,4,4,5,1,5,7,6,4,5,1,7,6,7,7,7,4,7,1
17189,1996,6,5,4,4,2,3,5,6,3,3,4,6,7,6,6,5,5,5,7,6,5,6,6,7,5,3,1,6,6,5,4,2,3,5,6,4,3,4,6,7,6,6,5,5,6,7,6,5,6,6,7,5,3,1
17189,1997,5,4,5,5,6,5,7,5,2,5,4,4,5,5,6,5,6,7,5,2,5,4,6,6,6,6,1,5,5,5,5,6,5,7,5,2,5,5,4,6,5,6,5,6,7,5,2,5,4,6,6,6,6,1
17189,1998,3,5,4,4,1,5,7,3,6,4,2,4,6,4,5,7,5,3,2,6,6,6,6,6,3,5,1,3,5,4,5,2,6,7,3,6,4,2,4,6,4,5,7,5,4,2,6,6,6,6,6,3,5,1
17189,1999,4,5,4,4,5,6,4,5,4,5,4,7,1,6,6,6,5,5,6,6,6,7,7,6,5,6,1,4,6,5,4,5,6,5,7,4,5,4,7,4,6,6,6,5,6,6,6,6,7,7,6,7,6,1
17189,2000,6,6,6,4,5,3,6,5,5,6,4,3,3,2,5,5,6,4,3,6,3,5,7,4,6,4,1,6,6,6,4,6,4,6,6,5,6,4,4,3,4,5,5,6,4,3,6,5,6,7,5,6,4,1
17189,2001,4,5,6,6,7,4,5,2,3,3,6,4,7,5,5,4,4,5,6,5,4,5,6,5,5,7,1,4,5,6,6,7,6,5,3,4,3,6,4,7,5,5,4,5,5,6,5,4,5,6,5,5,7,1
17189,2002,6,3,5,3,6,3,3,6,6,6,3,7,4,7,4,5,5,6,6,4,4,7,7,6,4,7,1,6,3,5,3,6,3,3,7,6,6,3,7,4,7,5,5,5,7,6,4,4,7,7,7,4,7,1
17189,2003,5,7,5,4,4,3,4,3,5,5,3,7,6,7,6,6,7,5,7,7,7,4,5,6,6,4,1,5,7,5,4,4,3,4,5,7,5,4,7,6,7,6,6,7,5,7,7,7,4,5,7,6,4,1
17189,2004,7,6,6,4,4,7,3,3,2,7,3,4,7,1,6,6,4,5,6,7,3,5,6,7,7,7,1,7,6,6,4,4,7,3,3,2,7,3,4,7,1,6,6,4,5,6,7,3,5,6,7,7,7,1
17189,2005,6,4,6,2,5,6,5,6,6,5,3,7,7,6,4,4,5,7,7,3,6,4,7,6,4,4,1,6,5,6,4,5,7,6,6,6,5,3,7,7,6,4,4,5,7,7,4,6,4,7,6,4,4,1
17189,2006,3,6,6,6,2,4,4,6,5,6,5,4,5,7,3,4,6,5,4,6,4,3,5,6,4,5,1,4,7,6,6,2,4,5,6,5,6,5,4,6,7,3,6,6,6,4,6,5,5,5,6,5,5,1
17189,2007,5,4,6,4,3,5,6,5,3,4,7,6,0,5,7,5,6,7,7,4,5,7,4,6,7,5,1,5,5,6,4,3,5,6,6,4,4,7,6,0,5,7,5,6,7,7,6,5,7,5,6,7,5,1
17189,2008,4,2,6,4,5,2,5,5,3,4,5,4,5,5,3,7,3,5,6,7,4,6,5,4,5,7,0,4,4,6,6,6,2,5,5,3,4,5,6,6,5,4,7,3,6,6,7,4,6,5,4,6,7,0
17189,2009,4,3,5,6,1,3,4,5,3,4,3,4,6,5,4,4,5,4,6,5,5,6,4,7,5,3,1,4,3,5,6,2,3,4,5,4,4,3,5,7,5,4,4,5,4,6,5,5,7,4,7,5,3,1
17189,2010,6,6,7,2,4,5,1,4,4,5,2,4,6,7,2,3,5,6,5,4,6,7,5,5,4,5,1,6,6,7,2,4,5,2,4,5,5,3,4,6,7,4,4,5,6,6,4,6,7,5,5,6,6,1
17189,2011,5,4,3,0,4,5,3,2,6,7,3,3,4,5,5,7,6,5,5,6,4,7,6,4,5,4,1,5,4,4,0,4,5,3,3,6,7,3,4,4,5,5,7,6,5,6,6,6,7,7,4,6,4,1
17189,2012,5,6,4,6,3,5,7,6,4,7,6,6,7,7,5,7,6,4,6,5,7,5,2,6,6,4,1,5,6,4,7,4,6,7,6,5,7,6,6,7,7,5,7,6,5,6,5,7,5,3,7,6,4,1
17189,2013,7,5,4,4,4,5,6,5,3,6,5,4,4,3,6,5,5,4,5,6,7,6,6,6,3,6,1,7,6,5,5,4,5,6,6,3,7,5,4,4,3,6,5,5,5,5,6,7,6,6,6,3,6,1
17189,2014,4,5,6,4,5,3,3,6,3,3,3,4,3,6,5,6,6,6,2,5,6,3,5,6,5,7,1,4,5,7,5,7,5,3,7,3,4,3,5,4,7,5,6,7,6,3,5,6,4,5,6,7,7,1
17189,2015,4,3,5,6,7,3,3,5,3,4,3,1,4,4,3,5,4,7,4,7,5,7,7,2,6,6,0,4,3,5,6,7,3,4,5,3,5,4,2,4,5,4,5,5,7,4,7,5,7,7,3,6,6,0
17189,2016,5,4,6,4,5,2,3,5,3,5,7,7,5,2,5,4,3,1,6,2,6,5,7,5,6,6,0,5,5,6,4,5,3,3,6,4,5,7,7,5,2,5,6,6,1,7,2,6,5,7,5,6,6,1
17189,2017,4,6,5,4,2,5,6,4,6,6,6,5,6,4,6,7,4,6,4,5,5,6,6,6,5,7,1,4,7,6,4,2,5,7,4,6,6,6,5,6,5,6,7,4,6,4,6,5,7,6,6,5,7,1
17189,2018,3,6,6,3,5,6,4,4,4,6,4,3,3,6,7,5,6,4,5,3,4,5,5,6,4,3,1,4,6,6,5,5,7,4,4,5,6,5,3,3,6,7,5,6,4,5,3,4,6,5,6,5,4,1
17189,2019,5,4,4,3,2,5,5,3,3,3,4,2,4,5,7,4,5,6,6,4,3,4,7,6,6,6,1,5,4,4,3,3,5,5,4,3,3,5,2,5,5,7,4,5,6,7,5,4,4,7,6,6,6,1
17189,2020,6,4,5,3,4,4,0,4,4,5,6,5,4,5,6,4,3,1,4,5,7,6,6,6,7,6,1,7,5,6,3,4,4,3,4,4,6,6,5,4,5,6,4,3,1,4,5,7,6,6,6,7,6,1
17189,2021,7,4,5,5,3,4,4,6,5,4,6,6,2,5,3,4,5,5,5,6,4,4,5,6,4,6,1,7,4,6,5,3,5,5,6,5,4,6,6,3,5,3,5,5,5,6,6,6,5,6,6,4,7,1
17189,2022,4,3,4,6,3,5,4,2,5,4,7,5,5,5,5,5,4,4,4,5,6,5,3,6,5,6,1,5,5,4,6,4,5,4,2,6,4,7,5,5,5,5,5,5,4,4,6,6,5,3,6,5,7,1
17189,2023,3,7,5,6,7,4,4,6,7,6,5,6,6,3,6,2,7,2,4,5,7,5,5,6,5,5,1,4,7,5,6,7,5,4,6,7,6,5,6,7,4,6,3,7,3,5,5,7,6,5,6,6,5,1
17189,2024,5,4,5,4,2,3,4,2,4,4,6,6,5,5,4,5,6,3,7,4,7,4,7,5,6,1,1,6,4,5,5,3,3,4,3,4,4,7,6,5,5,5,5,6,3,7,5,7,6,7,5,6,2,1
17191,1951,4,2,5,6,4,4,7,4,6,1,4,4,1,6,1,6,5,6,5,7,6,4,5,5,6,5,1,5,3,5,6,6,4,7,4,7,4,4,4,1,6,1,6,5,7,5,7,6,4,6,5,6,5,1
17191,1952,4,3,7,4,7,2,5,1,6,5,5,3,7,5,4,4,7,5,6,5,7,5,6,5,4,7,1,4,3,7,4,7,3,5,3,6,5,5,4,7,5,4,4,7,6,6,6,7,5,6,6,5,7,1
17191,1953,5,3,4,3,3,4,1,5,7,6,5,7,5,7,7,4,6,6,5,7,7,7,5,6,6,7,1,5,4,4,6,3,5,1,5,7,6,5,7,5,7,7,4,6,6,6,7,7,7,6,7,6,7,1
17191,1954,4,5,5,6,3,6,5,5,3,6,4,7,7,4,6,6,5,4,5,3,4,6,5,7,4,7,0,5,5,5,6,4,6,6,6,4,6,4,7,7,4,6,6,5,4,5,3,4,6,5,7,5,7,0
17191,1955,5,3,5,4,7,4,5,4,4,2,4,6,6,5,4,3,6,7,4,6,7,6,7,6,6,3,0,7,3,5,4,7,4,5,4,4,3,4,6,6,5,4,3,6,7,5,6,7,7,7,6,6,4,0
17191,1956,4,4,5,4,5,6,4,4,4,7,4,4,4,5,4,3,4,4,6,6,5,4,7,6,5,6,1,4,5,6,5,5,6,5,5,5,7,4,4,4,5,4,3,4,6,6,6,5,4,7,6,5,7,1
17191,1957,1,5,2,2,6,5,2,2,5,4,3,5,3,7,4,3,5,5,7,2,5,7,7,4,3,7,1,2,6,2,3,6,5,2,2,5,5,3,6,3,7,4,3,5,5,7,3,5,7,7,4,3,7,1
17191,1958,5,7,4,1,2,5,5,5,5,6,2,1,5,5,2,0,4,3,6,4,5,7,5,5,4,6,0,6,7,4,1,3,6,6,5,5,7,3,3,5,5,3,0,5,3,6,5,6,7,5,6,4,6,0
17191,1959,5,6,4,5,7,4,3,2,4,7,5,6,6,5,7,5,0,6,4,3,7,5,6,6,7,3,1,5,6,5,6,7,4,3,2,5,7,5,6,6,5,7,5,0,6,4,4,7,5,6,6,7,3,1
17191,1960,7,7,4,6,3,5,4,2,4,7,4,4,3,6,4,7,5,6,3,7,4,6,7,5,7,7,1,7,7,4,6,4,5,4,2,4,7,4,6,3,6,5,7,5,6,4,7,4,6,7,5,7,7,1
17191,1961,5,3,4,2,4,3,4,6,7,3,3,7,7,5,5,2,2,3,4,6,5,6,7,6,7,6,1,6,3,4,2,5,3,5,6,7,3,4,7,7,6,6,3,2,5,4,6,6,6,7,6,7,6,1
17191,1962,4,4,7,5,4,5,6,5,3,2,4,5,5,3,3,5,7,5,4,7,4,4,3,4,7,5,1,6,4,7,5,4,6,7,5,4,2,4,5,5,4,3,6,7,5,4,7,5,4,3,4,7,5,1
17191,1963,5,6,5,6,5,6,3,6,5,6,3,5,6,2,5,5,5,5,7,4,5,6,6,6,7,7,1,7,7,5,7,5,6,4,6,5,6,4,6,6,3,5,5,5,5,7,6,5,6,7,6,7,7,1
17191,1964,4,5,4,3,6,4,5,5,4,5,4,5,6,4,4,6,7,7,7,7,4,5,7,7,2,4,1,4,6,4,4,7,5,6,7,4,6,4,5,6,4,5,6,7,7,7,7,4,5,7,7,3,6,1
17191,1965,4,6,4,3,7,4,4,5,5,4,6,6,4,4,6,7,7,5,5,7,6,3,6,4,6,6,0,5,6,5,4,7,4,4,6,5,4,6,6,4,4,6,7,7,6,5,7,6,3,6,4,6,6,0
17191,1966,7,3,4,2,4,4,3,4,7,4,5,7,6,5,6,5,7,5,5,3,6,7,6,6,4,4,0,7,4,4,3,4,4,4,5,7,4,5,7,7,5,6,5,7,5,5,4,6,7,6,6,4,5,0
17191,1967,5,4,5,4,4,4,4,7,3,6,5,5,5,5,5,5,4,3,6,7,6,5,6,6,3,5,1,6,4,5,4,4,5,4,7,3,7,5,5,5,6,5,5,4,3,6,7,6,6,6,6,4,5,1
17191,1968,4,6,3,6,7,4,2,3,3,7,6,6,5,7,7,5,4,4,6,4,7,6,5,7,3,6,1,4,6,3,6,7,4,3,3,4,7,6,6,5,7,7,5,4,4,6,5,7,6,5,7,4,6,1
17191,1969,4,4,4,6,7,5,3,6,5,7,5,3,5,1,3,6,3,7,6,6,5,7,3,7,5,5,1,5,5,4,6,7,5,4,6,5,7,5,4,5,2,3,6,3,7,6,7,5,7,3,7,5,5,1
17191,1970,6,6,4,4,6,6,4,7,3,3,4,5,6,5,6,4,7,6,2,7,5,6,6,4,4,3,1,6,6,4,5,6,6,5,7,3,3,4,6,6,6,6,5,7,6,4,7,7,6,6,5,4,3,1
17191,1971,3,6,7,6,6,2,7,4,5,4,2,6,7,5,3,5,5,3,6,7,6,6,5,6,6,6,1,3,6,7,6,6,2,7,4,5,5,2,6,7,6,3,5,6,4,6,7,6,6,6,6,6,6,1
17191,1972,5,1,3,5,3,5,6,7,5,6,2,7,5,3,7,5,4,4,5,5,4,7,5,6,6,1,0,5,2,3,6,5,6,6,7,5,6,4,7,5,3,7,5,4,4,5,5,5,7,5,6,7,2,0
17191,1973,4,4,1,4,5,2,7,6,3,3,4,5,5,6,6,5,2,7,6,5,7,6,5,4,5,3,1,5,4,1,4,5,3,7,6,3,4,5,5,5,6,6,6,3,7,6,5,7,6,6,5,7,3,1
17191,1974,3,4,6,6,3,4,5,5,5,2,4,2,7,7,6,7,5,5,5,5,7,3,5,3,5,5,1,4,4,6,6,4,4,5,5,5,3,5,2,7,7,6,7,6,5,5,5,7,3,5,3,6,5,1
17191,1975,7,6,4,4,5,3,7,6,3,5,3,5,6,5,5,5,7,4,6,2,7,5,6,5,4,6,1,7,7,5,4,5,3,7,6,3,6,4,5,6,5,5,5,7,4,6,3,7,5,6,5,5,6,1
17191,1976,6,6,4,5,7,6,2,7,2,5,6,5,2,5,7,6,4,4,5,5,7,6,6,5,6,4,1,7,7,4,6,7,6,2,7,2,5,6,5,3,5,7,6,5,4,5,5,7,6,6,5,7,5,1
17191,1977,2,7,4,3,5,5,7,4,6,6,5,4,1,6,3,7,4,5,2,4,5,5,6,4,6,4,1,4,7,4,3,5,5,7,5,7,6,5,5,1,6,3,7,4,5,3,4,5,5,6,4,6,4,1
17191,1978,4,6,2,4,4,3,4,5,4,4,7,4,7,4,4,6,4,5,7,7,7,3,7,6,5,7,1,6,6,2,5,4,4,4,5,6,5,7,5,7,6,4,6,4,5,7,7,7,3,7,6,6,7,1
17191,1979,3,2,7,3,4,6,5,6,4,4,7,6,5,5,4,5,2,2,6,5,4,4,6,7,5,7,1,4,3,7,3,5,6,5,6,5,4,7,6,5,6,5,5,2,2,6,6,4,4,6,7,5,7,1
17191,1980,4,2,6,5,5,7,3,5,4,5,6,5,5,3,6,7,4,5,6,3,6,5,4,7,6,6,1,4,3,6,6,6,7,3,5,5,6,6,5,5,3,7,7,4,5,7,4,7,6,5,7,6,6,1
17191,1981,5,6,4,6,4,4,3,3,3,4,3,4,7,3,7,4,4,5,5,5,7,2,5,5,6,6,1,5,6,6,6,4,4,3,4,3,4,5,4,7,4,7,4,4,6,5,5,7,2,5,5,7,6,1
