fips_full,year,CDD_1mm_Wweek_in_gs_1.0,CDD_1mm_Wweek_in_gs_2.0,CDD_1mm_Wweek_in_gs_3.0,CDD_1mm_Wweek_in_gs_4.0,CDD_1mm_Wweek_in_gs_5.0,CDD_1mm_Wweek_in_gs_6.0,CDD_1mm_Wweek_in_gs_7.0,CDD_1mm_Wweek_in_gs_8.0,CDD_1mm_Wweek_in_gs_9.0,CDD_1mm_Wweek_in_gs_10.0,CDD_1mm_Wweek_in_gs_11.0,CDD_1mm_Wweek_in_gs_12.0,CDD_1mm_Wweek_in_gs_13.0,CDD_1mm_Wweek_in_gs_14.0,CDD_1mm_Wweek_in_gs_15.0,CDD_1mm_Wweek_in_gs_16.0,CDD_1mm_Wweek_in_gs_17.0,CDD_1mm_Wweek_in_gs_18.0,CDD_1mm_Wweek_in_gs_19.0,CDD_1mm_Wweek_in_gs_20.0,CDD_1mm_Wweek_in_gs_21.0,CDD_1mm_Wweek_in_gs_22.0,CDD_1mm_Wweek_in_gs_23.0,CDD_1mm_Wweek_in_gs_24.0,CDD_1mm_Wweek_in_gs_25.0,CDD_1mm_Wweek_in_gs_26.0,CDD_1mm_Wweek_in_gs_27.0,CDD_2mm_Wweek_in_gs_1.0,CDD_2mm_Wweek_in_gs_2.0,CDD_2mm_Wweek_in_gs_3.0,CDD_2mm_Wweek_in_gs_4.0,CDD_2mm_Wweek_in_gs_5.0,CDD_2mm_Wweek_in_gs_6.0,CDD_2mm_Wweek_in_gs_7.0,CDD_2mm_Wweek_in_gs_8.0,CDD_2mm_Wweek_in_gs_9.0,CDD_2mm_Wweek_in_gs_10.0,CDD_2mm_Wweek_in_gs_11.0,CDD_2mm_Wweek_in_gs_12.0,CDD_2mm_Wweek_in_gs_13.0,CDD_2mm_Wweek_in_gs_14.0,CDD_2mm_Wweek_in_gs_15.0,CDD_2mm_Wweek_in_gs_16.0,CDD_2mm_Wweek_in_gs_17.0,CDD_2mm_Wweek_in_gs_18.0,CDD_2mm_Wweek_in_gs_19.0,CDD_2mm_Wweek_in_gs_20.0,CDD_2mm_Wweek_in_gs_21.0,CDD_2mm_Wweek_in_gs_22.0,CDD_2mm_Wweek_in_gs_23.0,CDD_2mm_Wweek_in_gs_24.0,CDD_2mm_Wweek_in_gs_25.0,CDD_2mm_Wweek_in_gs_26.0,CDD_2mm_Wweek_in_gs_27.0
19117,2022,4,5,5,4,4,6,5,5,5,4,4,5,4,4,5,5,6,6,6,6,5,4,7,6,5,6,1,4,6,5,4,4,6,5,5,6,4,5,5,5,4,6,5,7,6,7,6,6,5,7,6,6,6,1
19117,2023,5,7,2,7,7,4,4,7,5,5,6,5,5,5,4,5,7,5,1,5,7,6,7,5,5,5,1,5,7,4,7,7,4,4,7,5,7,6,6,5,5,4,6,7,5,2,6,7,6,7,6,5,6,1
19117,2024,3,7,3,4,1,5,4,1,6,6,6,3,4,2,5,6,7,3,7,3,6,5,7,7,5,5,1,4,7,4,4,1,5,5,1,7,6,6,3,4,3,5,7,7,3,7,3,7,5,7,7,5,6,1
19119,1951,5,4,5,4,4,5,1,3,4,5,7,2,3,4,3,4,6,6,4,1,6,6,5,4,6,4,1,6,4,5,4,4,5,1,5,4,5,7,2,3,4,3,5,6,6,5,1,6,6,6,4,7,5,1
19119,1952,7,4,6,6,6,4,5,3,5,4,4,3,3,4,5,7,7,5,4,4,5,2,7,6,7,7,1,7,5,6,6,7,4,7,4,6,5,4,4,3,4,5,7,7,5,5,5,7,2,7,6,7,7,1
19119,1953,3,6,6,4,2,5,5,2,7,4,6,7,4,4,6,6,4,1,4,6,7,5,6,6,6,6,1,4,6,6,4,2,6,7,4,7,4,6,7,5,5,6,6,5,2,4,6,7,6,6,7,6,6,1
19119,1954,6,7,4,6,2,7,7,6,3,6,5,2,6,4,7,4,5,5,5,5,4,6,6,5,5,5,0,6,7,5,6,3,7,7,7,3,6,5,2,6,4,7,5,5,5,6,5,4,6,6,5,5,5,1
19119,1955,6,7,6,4,7,6,7,5,5,2,4,4,6,5,4,5,6,5,3,7,6,6,7,7,6,4,1,6,7,6,4,7,6,7,5,6,3,4,4,6,5,4,5,6,5,5,7,6,6,7,7,6,6,1
19119,1956,4,6,7,5,3,6,5,7,5,3,6,5,4,5,5,5,6,1,2,3,7,5,6,7,7,6,0,5,7,7,5,4,6,7,7,5,3,6,5,5,5,5,5,6,2,2,3,7,6,6,7,7,6,0
19119,1957,5,7,5,5,7,4,3,3,5,6,4,4,5,3,5,5,4,5,5,5,4,3,5,4,5,7,1,5,7,5,5,7,6,3,3,7,6,5,5,5,3,5,5,5,5,5,5,4,4,5,4,5,7,1
19119,1958,2,7,5,4,7,7,4,6,5,3,5,3,5,4,4,6,6,6,6,7,5,5,6,6,7,7,1,4,7,6,4,7,7,5,7,5,4,5,4,6,5,4,6,6,6,6,7,6,6,6,6,7,7,1
19119,1959,7,6,5,7,4,3,7,2,2,7,6,6,2,6,6,4,7,5,6,5,4,4,6,7,1,3,1,7,7,5,7,4,3,7,2,3,7,7,6,3,7,6,5,7,5,6,5,5,4,6,7,3,4,1
19119,1960,5,5,6,5,4,6,3,3,5,5,4,4,5,7,5,5,6,6,4,5,3,3,6,7,3,5,1,5,5,7,6,4,6,3,3,6,6,5,5,5,7,5,6,6,6,5,5,4,4,6,7,3,5,1
19119,1961,5,4,6,5,6,4,3,6,6,5,3,5,5,6,4,3,5,4,4,6,3,6,4,4,5,6,0,5,5,7,5,6,4,3,6,6,5,4,5,6,6,4,4,5,5,4,6,3,6,4,5,5,7,0
19119,1962,6,3,5,5,7,4,3,3,3,1,5,5,6,4,2,3,4,3,4,7,6,5,4,5,6,7,0,7,4,5,5,7,5,4,3,3,2,5,5,6,4,3,5,5,5,5,7,6,5,5,5,6,7,0
19119,1963,7,7,7,3,5,5,6,7,4,2,5,6,4,5,7,4,4,5,5,6,6,5,4,6,4,4,1,7,7,7,3,5,6,6,7,4,2,5,7,4,5,7,4,4,5,5,7,6,5,5,7,5,4,1
19119,1964,4,6,5,4,4,3,5,7,7,5,2,3,7,3,3,7,6,5,2,7,3,5,3,5,5,6,1,5,6,5,5,4,3,6,7,7,5,4,4,7,3,4,7,6,5,3,7,4,5,3,6,5,6,1
19119,1965,3,5,5,3,6,4,3,1,6,3,6,5,4,4,5,5,6,5,5,5,3,4,4,3,1,4,0,3,5,7,3,6,4,4,1,6,3,6,6,4,5,5,6,7,5,5,5,4,5,4,5,1,4,0
19119,1966,6,6,4,4,7,5,4,6,7,0,6,5,5,6,3,7,2,6,5,4,5,7,6,5,7,3,0,6,7,4,5,7,5,5,6,7,1,6,6,6,6,4,7,3,6,5,4,5,7,6,5,7,5,1
19119,1967,6,3,6,6,6,5,7,7,2,3,0,4,4,6,4,7,7,5,5,5,5,6,7,6,5,6,1,6,4,7,6,7,5,7,7,4,3,0,5,4,6,5,7,7,7,5,5,5,6,7,6,6,6,1
19119,1968,4,5,3,5,7,4,5,6,5,5,6,4,3,5,5,5,4,4,6,4,6,3,2,6,2,4,1,4,5,4,5,7,4,5,6,5,5,6,4,4,6,5,5,5,4,6,4,7,3,2,6,2,4,1
19119,1969,7,6,5,6,3,4,4,3,7,7,4,3,3,3,5,4,3,4,6,7,5,5,6,7,5,7,1,7,6,6,7,3,4,4,3,7,7,4,4,4,4,5,5,3,4,6,7,5,5,6,7,5,7,1
19119,1970,7,5,3,5,6,6,4,4,4,6,2,5,7,4,3,4,6,4,5,7,7,7,6,4,5,5,1,7,5,4,5,6,6,5,5,4,7,2,5,7,5,5,4,6,6,5,7,7,7,6,4,5,5,1
19119,1971,7,7,6,6,7,5,5,5,6,2,6,5,5,5,6,6,4,7,7,7,6,6,5,6,6,4,1,7,7,6,6,7,5,6,5,6,2,6,5,5,5,6,7,5,7,7,7,6,6,6,7,6,5,1
19119,1972,6,6,5,4,3,4,5,4,3,4,5,3,5,4,3,3,6,5,5,7,2,4,5,6,5,5,1,6,7,5,5,3,4,5,4,3,4,5,3,5,5,4,3,6,5,5,7,2,5,6,6,5,5,1
19119,1973,5,7,4,6,5,6,7,4,4,4,4,6,7,6,5,5,4,5,5,6,5,5,4,5,5,3,0,6,7,4,6,5,7,7,6,5,5,6,6,7,6,6,6,5,6,5,6,5,6,4,5,5,3,0
19119,1974,4,5,7,6,7,3,3,5,5,5,6,5,7,6,2,7,5,4,4,5,5,6,6,5,7,7,1,4,5,7,7,7,4,5,6,6,5,6,6,7,6,5,7,5,4,4,5,5,6,6,5,7,7,1
19119,1975,6,4,5,1,6,3,7,5,6,3,1,1,7,7,7,6,5,4,6,4,3,5,6,6,6,5,1,6,4,5,2,6,5,7,5,6,4,1,1,7,7,7,7,5,5,6,4,3,6,6,6,6,5,1
19119,1976,7,6,5,4,6,6,6,4,6,7,6,6,4,7,6,5,5,7,6,5,7,7,6,4,6,5,1,7,7,5,4,6,6,7,5,6,7,6,7,4,7,6,5,5,7,6,5,7,7,6,5,6,5,1
19119,1977,5,5,3,7,4,7,5,3,4,7,5,4,5,5,6,4,5,5,4,6,3,4,4,4,4,4,0,6,5,5,7,5,7,7,3,5,7,5,5,5,5,6,4,5,5,5,6,3,5,4,4,5,4,0
19119,1978,4,5,4,4,7,4,5,6,1,7,5,3,4,3,6,4,4,6,7,5,4,4,7,4,6,7,1,4,5,4,5,7,4,6,7,1,7,6,3,4,3,6,4,4,6,7,5,4,5,7,4,6,7,1
19119,1979,5,5,4,6,5,3,3,6,5,3,5,3,6,7,4,5,5,6,5,3,2,4,6,5,7,7,1,6,5,5,6,5,4,4,7,6,4,5,3,6,7,4,6,6,6,5,5,2,4,6,5,7,7,1
19119,1980,5,5,6,7,7,7,4,6,4,4,7,7,6,4,6,5,5,6,4,4,5,4,5,7,4,7,1,5,6,7,7,7,7,4,6,5,4,7,7,6,6,6,5,6,6,4,4,5,4,6,7,5,7,1
19119,1981,5,6,5,6,6,7,4,6,4,4,3,5,5,5,7,5,2,4,6,6,4,4,6,7,6,5,1,5,7,6,7,6,7,5,6,5,6,3,5,5,5,7,5,2,5,6,6,4,4,6,7,6,5,1
19119,1982,5,6,3,7,6,2,1,1,5,5,5,5,5,5,5,4,6,6,7,7,6,2,7,2,6,6,0,5,6,5,7,6,4,1,3,5,6,5,5,6,5,5,4,6,6,7,7,6,2,7,2,6,6,0
19119,1983,6,2,6,7,4,5,4,7,7,7,4,3,3,6,7,5,5,6,7,7,5,4,5,6,4,5,0,6,2,7,7,4,5,4,7,7,7,4,3,3,6,7,5,5,6,7,7,6,5,5,6,6,6,0
19119,1984,4,0,7,4,3,4,5,5,4,4,3,1,7,6,3,5,6,6,5,3,6,7,5,4,7,3,1,5,1,7,4,4,4,6,5,5,4,3,1,7,6,4,5,6,7,6,4,6,7,6,5,7,4,1
19119,1985,5,7,4,2,6,4,4,5,2,7,4,7,5,7,6,6,5,5,6,3,3,4,5,3,4,1,0,6,7,4,2,6,5,5,5,5,7,4,7,5,7,6,6,6,6,6,3,5,4,5,4,6,4,0
19119,1986,4,5,3,5,6,3,4,4,4,4,4,5,4,5,2,5,4,4,6,4,5,6,5,4,0,5,1,4,6,5,5,6,3,4,4,5,4,4,5,4,6,2,6,5,6,6,5,5,6,6,4,0,5,1
19119,1987,7,3,7,7,5,7,5,2,6,6,5,4,5,4,2,4,6,7,4,5,5,5,7,4,2,7,1,7,4,7,7,5,7,6,2,6,6,5,6,5,4,3,4,7,7,4,5,5,6,7,4,4,7,1
19119,1988,4,6,5,3,7,5,7,2,4,7,6,6,4,7,3,5,7,5,6,5,4,6,7,5,4,5,0,4,6,6,3,7,5,7,3,5,7,6,6,4,7,3,5,7,5,6,6,4,6,7,5,4,5,0
19119,1989,4,6,7,3,3,6,5,5,6,7,6,5,5,6,5,4,7,6,6,5,4,5,4,5,6,7,1,7,6,7,3,4,7,5,6,6,7,6,5,5,6,5,4,7,6,6,5,5,5,4,5,6,7,1
19119,1990,7,6,6,5,5,3,3,3,6,5,4,2,6,5,4,4,3,6,6,7,1,7,5,6,4,7,1,7,7,6,5,5,4,4,3,6,6,4,4,6,6,4,4,4,6,6,7,2,7,5,7,5,7,1
19119,1991,7,3,6,6,2,6,3,6,3,5,3,5,7,5,5,4,4,5,5,5,5,7,3,3,7,6,1,7,3,7,6,3,6,3,6,3,5,4,6,7,5,5,5,5,5,5,6,6,7,5,3,7,6,1
19119,1992,7,5,4,6,7,6,3,5,7,4,5,4,4,6,3,7,3,2,5,5,6,5,3,6,7,6,1,7,6,4,7,7,6,3,5,7,4,5,5,6,6,3,7,3,3,6,5,6,6,3,6,7,6,1
19119,1993,5,4,3,5,5,2,5,4,1,4,5,3,4,2,3,5,4,7,6,3,5,5,6,5,4,7,1,5,4,6,6,5,5,5,5,3,5,5,3,5,4,3,6,5,7,7,3,5,5,7,5,4,7,1
19119,1994,6,4,5,5,5,5,5,5,5,5,6,4,5,2,5,6,7,6,5,6,7,5,4,5,6,5,1,6,5,6,6,6,5,6,5,5,5,6,4,5,3,5,6,7,6,6,6,7,5,4,6,6,6,1
19119,1995,6,2,3,5,2,4,5,5,3,3,6,7,3,4,6,4,4,4,5,6,6,5,5,6,4,5,0,6,3,3,7,2,4,5,6,3,3,6,7,3,5,6,4,4,4,5,6,6,5,6,7,5,5,0
19119,1996,7,6,5,6,4,5,2,2,2,3,5,3,7,3,7,5,5,5,4,7,5,6,5,7,5,5,1,7,6,5,6,5,5,4,3,3,5,6,3,7,3,7,6,6,5,4,7,6,6,5,7,5,5,1
19119,1997,4,4,5,6,4,5,6,5,4,7,5,3,3,7,4,4,2,6,5,3,6,2,5,4,5,6,1,5,5,7,6,4,5,6,5,4,7,5,4,3,7,4,4,2,7,6,3,6,2,5,4,6,6,1
19119,1998,5,4,4,5,7,6,6,4,4,2,2,5,4,3,7,3,5,4,3,5,2,4,7,7,7,4,1,5,4,4,5,7,6,6,4,4,3,2,6,4,3,7,3,6,4,4,5,3,5,7,7,7,5,1
19119,1999,5,4,4,3,4,3,4,4,4,4,2,5,3,4,7,2,6,6,7,6,6,5,5,6,7,7,1,6,4,5,3,4,3,5,4,4,6,2,5,3,5,7,2,6,7,7,7,6,5,5,6,7,7,1
19119,2000,6,6,3,5,7,4,5,6,2,6,2,6,4,5,5,5,5,7,4,6,5,7,6,7,5,6,1,6,6,4,5,7,4,5,7,3,6,4,7,4,5,5,5,6,7,4,6,5,7,7,7,5,6,1
19119,2001,6,4,5,4,1,4,6,1,5,6,2,7,4,4,6,3,2,6,7,5,6,6,6,4,5,7,1,6,5,6,4,2,4,7,4,5,6,3,7,4,4,6,3,2,6,7,5,6,6,6,4,6,7,1
19119,2002,7,3,5,4,5,4,6,6,2,3,4,4,7,7,5,7,5,6,4,4,4,7,7,4,5,4,1,7,5,5,5,6,4,7,6,2,5,6,5,7,7,5,7,5,6,4,4,4,7,7,4,5,4,1
19119,2003,6,6,4,6,3,5,3,5,6,2,6,4,3,4,5,6,6,6,5,7,4,7,7,4,4,7,1,6,7,4,6,3,5,4,6,6,2,6,5,4,4,5,6,7,7,6,7,5,7,7,4,4,7,1
19119,2004,7,7,5,5,7,4,4,1,3,6,4,4,6,3,5,5,7,2,7,5,5,5,6,5,2,5,1,7,7,5,5,7,4,4,2,4,6,4,6,6,3,5,5,7,4,7,5,5,5,6,5,2,5,1
19119,2005,6,3,3,5,7,1,3,3,4,2,2,6,2,7,5,4,5,5,5,5,7,6,4,4,5,2,1,6,3,5,6,7,1,4,4,6,2,3,6,3,7,5,4,5,5,5,5,7,6,4,5,5,3,1
19119,2006,3,7,3,5,3,6,6,5,7,6,4,3,4,7,7,7,5,5,4,4,6,5,5,5,4,4,1,4,7,5,5,4,6,7,6,7,6,5,3,5,7,7,7,5,5,4,4,6,5,6,5,4,5,1
19119,2007,5,4,7,4,5,5,7,4,3,5,6,5,7,7,7,6,6,5,6,5,2,6,6,5,5,5,0,6,4,7,5,5,6,7,5,4,5,6,5,7,7,7,6,6,5,7,5,2,6,6,6,5,5,0
19119,2008,6,5,7,5,5,2,7,5,4,2,5,7,3,6,7,2,4,5,5,6,7,6,2,3,6,4,1,6,6,7,5,5,4,7,5,4,2,5,7,3,6,7,2,4,6,5,6,7,6,4,4,7,5,1
19119,2009,5,7,6,4,4,4,6,5,6,4,5,3,4,5,1,4,7,4,5,4,3,7,6,6,5,4,1,5,7,6,4,4,5,6,5,7,4,5,3,5,6,1,4,7,4,6,5,3,7,6,6,6,5,1
19119,2010,5,6,6,3,6,3,6,6,5,2,1,3,6,5,5,5,2,3,3,6,5,5,5,3,4,3,1,6,7,6,3,6,4,6,6,6,3,1,4,6,5,5,6,2,3,3,7,5,6,5,3,5,3,1
19119,2011,6,5,2,4,5,3,4,1,3,7,1,2,5,5,1,5,6,7,5,6,5,5,5,7,4,7,1,6,5,2,6,6,4,5,2,4,7,2,2,6,7,2,6,6,7,5,6,5,5,6,7,6,7,1
19119,2012,7,5,1,5,5,5,7,2,5,7,5,5,6,7,7,6,4,4,6,5,4,6,6,6,6,7,1,7,6,1,6,5,6,7,3,5,7,5,6,7,7,7,6,5,4,6,6,5,6,6,6,6,7,1
19119,2013,7,3,5,6,4,4,5,1,3,4,4,5,6,7,4,5,7,6,5,6,5,6,7,6,6,4,1,7,3,5,6,4,5,5,3,4,5,4,5,6,7,4,6,7,6,5,7,5,6,7,7,6,5,1
19119,2014,5,7,6,5,3,4,6,7,2,2,3,3,3,5,4,7,5,7,2,5,3,3,5,3,6,5,1,6,7,6,5,4,4,6,7,3,3,4,3,3,7,4,7,6,7,4,5,3,3,6,3,6,5,1
19119,2015,7,3,6,6,6,2,2,3,4,3,2,5,6,3,7,3,5,7,5,5,6,5,5,6,6,3,1,7,3,6,6,7,3,2,4,5,5,3,5,6,4,7,4,5,7,6,5,6,5,6,6,6,3,1
19119,2016,5,7,5,4,6,2,6,3,3,6,5,5,5,6,3,4,5,5,5,6,4,6,3,4,5,6,1,6,7,5,4,6,2,7,3,3,6,5,5,5,6,4,4,6,6,6,6,4,6,3,5,6,6,1
19119,2017,6,6,3,6,3,7,3,3,7,6,5,3,4,6,7,5,5,6,3,3,4,6,6,6,4,5,1,6,6,4,6,4,7,4,4,7,7,5,4,4,6,7,5,5,6,4,3,5,6,6,6,4,5,1
19119,2018,5,4,4,7,4,3,5,3,4,4,5,2,5,5,5,6,6,6,4,4,5,5,5,7,3,6,1,5,4,4,7,4,4,6,5,5,5,6,2,5,5,5,6,6,6,4,4,5,5,5,7,3,6,1
19119,2019,4,4,5,1,3,4,3,3,3,6,4,3,3,3,4,4,6,6,6,3,7,3,6,3,6,6,0,4,4,6,2,4,4,3,4,3,6,4,3,3,3,6,4,6,6,6,5,7,3,6,3,6,7,0
19119,2020,6,5,7,4,5,4,5,4,6,7,6,2,6,4,4,7,4,7,2,7,7,5,6,3,7,7,1,6,5,7,6,5,6,5,4,6,7,6,3,6,4,4,7,5,7,4,7,7,5,7,5,7,7,1
19119,2021,5,5,7,4,6,5,4,4,3,7,6,5,3,5,4,6,6,6,3,7,4,3,6,6,4,7,0,6,5,7,6,7,5,5,5,4,7,6,5,3,5,4,6,6,6,5,7,5,4,6,6,4,7,0
19119,2022,6,7,5,5,4,5,5,6,4,3,2,7,6,5,5,6,2,6,5,6,5,6,7,6,5,6,1,7,7,6,6,4,5,5,6,4,4,2,7,6,5,6,6,5,7,5,6,5,6,7,6,6,7,1
19119,2023,5,7,2,6,6,5,4,7,5,3,5,6,4,6,4,7,6,7,3,5,6,7,7,5,5,4,1,6,7,3,6,7,6,4,7,5,3,5,6,5,6,5,7,7,7,3,5,6,7,7,6,5,4,1
19119,2024,4,6,4,4,3,5,6,3,3,4,3,1,6,4,5,7,7,3,7,4,6,5,7,7,6,6,1,4,6,4,5,3,5,6,4,5,4,4,2,6,5,6,7,7,3,7,5,6,5,7,7,6,6,1
19121,1951,5,2,5,2,3,4,5,3,4,4,2,2,2,4,2,5,6,5,6,3,4,6,5,3,6,5,1,5,3,5,3,3,5,5,3,4,4,4,2,3,4,4,5,6,6,6,3,4,6,6,3,6,5,1
19121,1952,7,2,5,5,7,4,4,4,4,5,5,4,5,4,4,5,7,3,4,4,6,4,6,6,7,7,1,7,2,5,5,7,5,4,4,5,5,5,4,5,4,4,5,7,3,4,5,6,5,7,6,7,7,1
19121,1953,5,5,5,4,1,6,5,4,7,3,5,5,4,4,4,6,7,4,4,7,7,7,5,7,7,7,1,5,6,6,5,3,6,5,4,7,3,5,5,4,5,4,6,7,4,4,7,7,7,5,7,7,7,1
19121,1954,6,6,3,4,3,7,7,4,2,5,4,5,7,7,7,5,6,6,3,2,3,5,6,5,7,5,0,6,6,3,4,3,7,7,4,2,5,4,6,7,7,7,5,7,6,3,2,3,5,6,5,7,5,0
19121,1955,6,3,7,4,6,4,6,5,4,2,6,7,4,4,5,7,7,6,6,7,6,5,7,5,4,4,1,6,4,7,4,7,4,6,5,5,5,6,7,4,4,5,7,7,6,6,7,6,5,7,6,4,4,1
19121,1956,6,7,7,4,3,5,6,7,4,5,7,3,4,3,4,3,6,3,3,4,7,4,4,7,7,7,1,6,7,7,5,4,6,6,7,4,5,7,4,5,3,5,3,6,3,3,4,7,4,4,7,7,7,1
19121,1957,2,5,5,4,7,4,3,4,5,4,1,4,3,6,7,5,4,6,7,3,5,5,5,2,6,7,1,3,6,6,4,7,4,3,4,5,5,3,5,3,6,7,6,4,6,7,3,6,5,5,3,6,7,1
19121,1958,1,7,4,4,4,6,5,7,4,5,5,2,5,4,4,2,4,4,5,6,3,7,4,3,5,6,0,4,7,6,5,4,6,5,7,4,6,5,2,5,4,5,2,5,5,5,6,3,7,5,4,5,6,1
19121,1959,5,7,3,5,5,2,4,3,3,7,7,6,3,5,6,6,6,3,5,4,6,3,6,7,2,4,1,5,7,3,6,5,3,5,5,3,7,7,6,3,5,6,6,6,3,5,4,6,4,6,7,3,4,1
19121,1960,5,6,6,5,4,4,4,2,7,5,3,2,6,6,3,7,6,7,5,4,4,5,6,6,4,3,1,6,7,6,6,5,4,5,2,7,6,3,4,6,6,3,7,6,7,5,5,5,5,7,6,4,5,1
19121,1961,5,4,5,5,6,5,5,6,5,4,5,5,5,4,6,3,4,5,4,7,5,6,5,3,5,5,0,6,4,5,6,6,5,6,7,5,4,5,5,6,5,6,3,4,5,5,7,5,6,5,3,6,5,0
19121,1962,6,6,5,6,7,5,6,4,3,2,6,6,6,6,4,5,5,7,5,7,4,6,3,5,7,6,0,6,6,5,6,7,5,6,5,4,2,6,6,6,6,4,5,5,7,5,7,4,6,3,5,7,7,0
19121,1963,6,7,4,3,2,6,4,7,5,5,4,6,7,5,5,4,6,5,4,5,6,3,4,5,5,4,1,6,7,4,3,3,6,4,7,5,5,4,6,7,5,5,5,6,6,4,5,6,4,5,5,6,5,1
19121,1964,3,6,5,4,4,4,6,4,7,6,2,2,7,3,4,5,6,4,2,6,3,4,3,6,1,6,1,4,6,5,5,5,4,6,4,7,7,2,3,7,4,4,5,6,5,3,7,3,4,3,7,2,6,1
19121,1965,4,3,6,4,6,6,6,1,4,2,6,5,3,4,6,3,7,6,5,6,4,4,2,3,2,5,0,4,4,6,4,6,6,7,1,4,3,7,5,3,4,7,4,7,7,5,6,4,5,2,5,2,5,0
19121,1966,7,6,5,5,5,3,4,4,6,3,4,7,5,6,6,6,2,5,6,6,6,7,6,6,6,5,0,7,7,5,6,6,3,5,4,6,4,5,7,5,6,7,6,3,5,6,6,6,7,7,6,6,6,0
19121,1967,6,2,5,5,5,5,7,7,2,2,0,5,5,7,5,7,3,7,4,7,7,5,7,4,4,5,1,6,2,5,6,6,6,7,7,2,2,1,5,5,7,5,7,3,7,5,7,7,5,7,5,4,5,1
19121,1968,4,5,3,5,7,5,5,4,4,7,4,7,2,6,6,4,4,4,5,4,5,3,4,6,2,5,1,4,5,3,5,7,5,5,4,5,7,4,7,3,6,6,4,4,4,5,4,5,4,6,7,2,7,1
19121,1969,6,5,3,5,7,4,6,4,7,5,4,5,2,2,4,5,4,6,5,6,5,5,3,5,6,5,1,6,5,3,5,7,4,6,4,7,5,4,5,3,2,4,5,4,6,5,6,5,6,3,5,6,5,1
19121,1970,5,5,3,6,5,3,4,4,3,7,3,5,6,5,6,4,5,3,3,5,6,7,6,3,3,4,1,5,5,5,6,5,4,5,5,3,7,4,5,7,6,7,4,5,3,3,5,6,7,6,3,3,4,1
19121,1971,7,7,4,6,5,3,5,3,6,4,3,5,6,4,4,7,5,4,7,7,4,7,6,6,5,4,1,7,7,4,6,5,3,5,5,6,4,6,5,6,4,4,7,6,4,7,7,5,7,6,7,6,5,1
19121,1972,7,7,3,5,3,3,5,5,3,6,3,4,5,4,4,2,5,4,5,7,4,5,5,2,6,4,1,7,7,3,5,5,4,5,6,3,7,3,5,6,5,4,2,5,4,5,7,5,5,5,2,7,4,1
19121,1973,4,4,3,7,5,2,7,6,3,4,4,4,6,3,5,4,4,5,4,4,6,5,4,3,4,2,0,5,4,3,7,5,3,7,7,5,4,4,4,7,3,6,4,5,6,4,4,6,6,5,5,4,2,0
19121,1974,4,4,6,6,5,3,1,5,3,3,4,6,7,6,6,7,5,4,4,2,7,4,4,5,7,6,1,5,5,6,7,5,4,1,5,3,3,4,6,7,6,6,7,5,5,4,2,7,6,5,5,7,6,1
19121,1975,5,5,4,4,6,5,7,5,3,4,2,3,4,6,7,6,6,7,6,3,4,3,3,5,7,5,1,5,5,4,5,6,5,7,6,3,4,2,4,4,6,7,7,6,7,6,3,5,4,3,6,7,5,1
19121,1976,7,6,3,4,7,7,4,4,6,7,2,6,3,7,7,4,2,5,7,3,7,7,7,6,5,5,1,7,7,3,4,7,7,4,5,6,7,2,6,3,7,7,5,2,5,7,4,7,7,7,7,5,5,1
19121,1977,4,7,5,7,4,5,6,4,6,7,5,6,4,5,6,4,4,5,0,6,5,1,3,4,5,5,0,5,7,6,7,4,6,6,4,6,7,7,6,4,5,6,5,6,5,1,6,5,2,4,4,6,5,1
19121,1978,5,4,4,6,5,4,6,5,4,7,6,4,4,4,5,4,6,6,6,4,6,5,7,5,4,7,0,5,4,4,6,7,4,6,5,4,7,6,5,4,4,5,4,6,6,6,5,7,5,7,5,4,7,0
19121,1979,5,5,3,6,4,6,5,7,5,4,5,3,5,6,6,6,3,5,6,7,3,4,5,6,7,7,1,6,6,4,6,4,6,6,7,5,4,5,3,5,6,6,6,5,5,6,7,3,4,5,6,7,7,1
19121,1980,4,4,7,7,7,6,3,7,2,4,5,6,7,5,7,4,6,7,4,2,7,4,5,4,6,6,1,5,4,7,7,7,7,4,7,2,4,5,6,7,5,7,4,6,7,4,2,7,4,5,5,6,6,1
19121,1981,6,2,5,6,5,7,2,4,7,5,3,5,3,6,7,2,4,5,4,6,6,2,4,7,7,5,1,6,2,7,6,7,7,3,4,7,5,3,5,4,6,7,2,4,5,5,6,6,2,4,7,7,6,1
19121,1982,4,5,3,6,5,3,1,2,3,4,5,6,6,2,5,1,7,6,5,4,5,4,5,4,5,7,1,4,6,4,7,5,4,1,3,4,4,5,7,6,2,5,1,7,6,5,6,5,4,5,4,5,7,1
19121,1983,3,2,5,7,5,6,2,5,4,4,4,4,3,5,7,7,7,6,7,7,3,4,6,5,4,6,1,3,2,7,7,5,6,2,5,4,6,5,4,3,5,7,7,7,6,7,7,5,5,6,5,4,7,1
19121,1984,4,2,5,4,3,6,5,3,5,2,2,4,5,4,6,4,4,7,6,7,6,7,5,4,7,6,1,5,2,6,4,3,6,5,3,5,2,2,4,6,5,6,4,5,7,6,7,6,7,5,4,7,6,1
19121,1985,7,6,7,3,5,4,6,5,4,6,3,5,5,7,6,4,6,4,6,3,2,6,7,5,4,3,0,7,6,7,3,5,4,6,5,4,7,3,5,5,7,7,4,6,4,6,3,3,7,7,6,4,3,0
